Title,Embeddings,Algorithm,Num Clusters,Linkage,Affinity,Silhouette Score
"DNN_(5,36,32)_AggClustering_nc:12_link:single_aff:manhattan","DNN_(5,36,32)",Agg_Clustering,12,single,manhattan,0.0033369398334872117
"DNN_(5,36,32)_AggClustering_nc:12_link:single_aff:l1","DNN_(5,36,32)",Agg_Clustering,12,single,l1,0.0033369398334872117
"DNN_(5,36,32)_AggClustering_nc:10_link:single_aff:manhattan","DNN_(5,36,32)",Agg_Clustering,10,single,manhattan,0.001850651394173993
"DNN_(5,36,32)_AggClustering_nc:10_link:single_aff:l1","DNN_(5,36,32)",Agg_Clustering,10,single,l1,0.001850651394173993
"DNN_(5,36,32)_AggClustering_nc:10_link:single_aff:l2","DNN_(5,36,32)",Agg_Clustering,10,single,l2,-0.0017861064993053917
"DNN_(5,36,32)_AggClustering_nc:10_link:single_aff:euclidean","DNN_(5,36,32)",Agg_Clustering,10,single,euclidean,-0.0017861064993053917
"DNN_(5,36,32)_AggClustering_nc:14_link:single_aff:l1","DNN_(5,36,32)",Agg_Clustering,14,single,l1,-0.028619286856676918
"DNN_(5,36,32)_AggClustering_nc:14_link:single_aff:manhattan","DNN_(5,36,32)",Agg_Clustering,14,single,manhattan,-0.028619286856676918
"DNN_(5,36,32)_AggClustering_nc:16_link:single_aff:l1","DNN_(5,36,32)",Agg_Clustering,16,single,l1,-0.028652203181417875
"DNN_(5,36,32)_AggClustering_nc:16_link:single_aff:manhattan","DNN_(5,36,32)",Agg_Clustering,16,single,manhattan,-0.028652203181417875
"DNN_(5,36,32)_AggClustering_nc:18_link:single_aff:l1","DNN_(5,36,32)",Agg_Clustering,18,single,l1,-0.029493389114732278
"DNN_(5,36,32)_AggClustering_nc:18_link:single_aff:manhattan","DNN_(5,36,32)",Agg_Clustering,18,single,manhattan,-0.029493389114732278
"DNN_(5,36,32)_AggClustering_nc:16_link:single_aff:euclidean","DNN_(5,36,32)",Agg_Clustering,16,single,euclidean,-0.031478135198786866
"DNN_(5,36,32)_AggClustering_nc:16_link:single_aff:l2","DNN_(5,36,32)",Agg_Clustering,16,single,l2,-0.031478135198786866
"DNN_(5,36,32)_AggClustering_nc:14_link:single_aff:l2","DNN_(5,36,32)",Agg_Clustering,14,single,l2,-0.031591572380538606
"DNN_(5,36,32)_AggClustering_nc:14_link:single_aff:euclidean","DNN_(5,36,32)",Agg_Clustering,14,single,euclidean,-0.031591572380538606
