,player_positions,player_fifa_api_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,player_positions_general
1358,GK,193080,4.05519193915518,0.31207889939649247,-0.15040418774203912,0.16544714228813495,0.007062631948449331,-0.49652710164753466,-0.2358227179241898,0.872509892341792,0.122935864541368,-0.32226434363032935,GK
1359,"CAM, CM",178703,-0.053293624017640165,0.043906761352773556,-0.292425710493996,-0.6784762073581763,-0.20608412691920344,0.24716070291970876,-0.5168084030204194,-0.09070596899591762,0.059572451700273185,0.6799545175530411,MID
1360,"CDM, CM, RM",117492,-0.5545741585796081,-0.49851849748390553,-0.24339194628922284,-0.5134765586462854,-0.4048925175095288,-0.05619751170029322,0.06969466573377406,0.10414830471564729,0.05109449650707788,0.1994886508423959,MID
1361,"CAM, CM",51373,-0.1879922344522905,-0.0384418693847211,-0.2820927988900423,-0.6706305564906441,-0.2308250146440487,0.11027030130241708,-0.44464359798286024,0.11599117995209701,0.160531857225899,0.6262117989803877,MID
1362,"CB, CM",172207,-0.33365012201195504,-0.8191611142697917,-0.6430027884688784,0.10950451985336142,0.7483480501719824,-0.2882727863622088,0.011267521715298868,-0.22299479154574153,-0.14639385240252586,0.02656002531477962,MID
1363,"CAM, CM",158716,-0.9414877519378286,0.17603077781459647,-0.6205525360251319,1.0794678172422427,0.46020597322385526,-0.2653755567112149,-0.20364524575677403,-0.11284999309582981,-0.17620877506337013,0.11530702801200723,MID
1364,ST,181379,-0.18176745869975364,0.20390278145132487,0.7408064899307714,-0.4159062134664553,1.2221100412486396,0.932938497615236,-0.08516240022871532,0.1647584949185937,-0.22438685592520083,0.0785309925909326,ATK
1365,"CDM, CM",138390,-0.27394890614017714,-0.15520688048584655,-0.20941270249115174,-0.6072325707541883,-0.31645818963974126,-0.19454019876378809,0.15054554259043226,0.09331621986627017,0.25910218404377255,0.6196981979037707,MID
1366,"CAM, RM, LM, CM",171993,-1.2190823597963845,0.2937832428462007,-0.6141873153618749,0.9798971218873135,0.4702086443010856,-0.39347310025678084,-0.15459220826674572,-0.03273521627513511,-0.0438825203401743,0.2257945638596069,MID
1367,CB,146059,-0.0011566668985851074,-0.7449947938444738,-0.5181478735252779,-0.07628363541314874,0.5433291430409491,0.8251299904753809,0.5528394752458026,0.44527046281846827,-0.24958347884923143,0.054913387123722776,DEF
1368,"CM, CDM",110023,-0.2970539943018544,-0.2805383249897994,-0.25152700498561403,-0.5865685759439051,-0.31097499011743973,0.07096426487039931,-0.2520003830208912,0.1360508837758405,0.12162619894385182,0.5753571239526738,MID
1369,"CB, CDM",222407,0.3007790666262355,-0.7265268029457645,-0.2118759576458453,-0.2800440159014666,-0.4080747813789924,0.07588183215832951,0.10414623477542817,0.08339848915813615,0.012451761078004586,0.2570470300824964,MID
1370,GK,183315,4.176482041404043,0.1385951734191072,-0.15977790972915626,0.19400815661031584,-0.01182774658472312,-0.050489580511674646,-0.1760134900400578,0.1913243116262236,-0.023952118288241616,0.12440232070979249,GK
1371,"ST, CAM",175367,-0.3270592627937078,1.1866583162119608,-0.23762507854345963,0.39753726307233883,-0.5111498449122939,0.023647337597651915,-0.08190032774935331,-0.35702749502717834,-0.1493598076682812,-0.2017273546361434,MID
