,player_positions,player_fifa_api_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,player_positions_general
13,ST,2335,0.4240561490688252,-0.19668414736914558,-0.24083693057830002,-0.6024739593562131,-0.012696400935331132,0.32987364510141737,-0.5770208429975136,-0.45262690945164835,-0.4336263802769711,-0.18836645209429703,0.02576806323479655,-0.1648755245085227,0.2149232421841476,0.1771440613643831,ATK
14,"CAM, LM",187939,-0.8709358442507146,-1.1829663910710912,-0.1882132634840301,-0.12119915526479814,-0.27903219549930613,-0.12612129973122624,-0.5185376719569377,-0.06874388764525854,-0.09909090340304574,0.06887126775276134,0.07334147512382228,0.08550703003361614,0.1304505940449775,-0.06457570601922971,MID
15,"CAM, RM, LM",192274,-0.31073123436666256,-0.13547942977856886,-0.1876673492614893,-0.9305734673127198,-0.09701591590879712,-0.16997683851288545,-0.5510453459980228,-0.07917111229950602,0.010383178364351297,0.14231203080176788,-0.01774092982966719,-0.015764832405597364,-0.020215587722593104,-0.07579515555260864,MID
16,CB,188145,0.2549588025138926,0.8921918174270758,1.0865020733453956,0.1777550782627189,-0.2747878119554636,0.1902208743057605,-0.4364940499553116,0.25358884897843287,0.05643421048006337,-0.18372494195232494,-0.2281243127938363,0.08363694452217932,0.14683081955109084,0.21964664930083674,DEF
17,"CF, LW, RW",178063,0.012198772013536748,-0.20298918813355438,-0.19857388071739723,-0.8029245632648006,-0.04306603918374898,0.0971007045676424,-0.5465360480619017,-0.17308070336874226,-0.32933745921412905,-0.06582906083451559,-0.024206101867567997,-0.011614639521354816,-0.14715444356467203,-0.09335319539058698,ATK
18,CAM,209399,0.20479724977331956,-0.05186334390986156,1.1709670477500094,-0.39754013574277247,0.31222852299883697,-0.127402902149196,-0.4664966035545216,0.33542426234764094,-0.35880265705178155,0.08273517742492184,-0.08250988023820074,0.16464512502803366,0.04812894677058936,-0.10378829734978776,MID
19,"CB, CDM",225711,0.40317812868264497,0.745103181134583,1.102164040240368,0.16213464500166883,-0.18385766829523945,0.21947761713141267,-0.4237036573153119,0.33170382292395445,-0.14253847168074246,-0.18200183860288954,-0.17631871474580949,0.03346560828302464,0.16927408702480426,-0.052200070803036944,
20,"CM, CDM",187048,-0.11776144562658884,0.23219296343365348,-0.18910759598083426,-0.6308938012370028,-0.3472874904274586,-0.07151299425274607,-0.4941809065080413,0.16279969031890898,0.08542928304441341,0.09442866209690498,0.1687925287563883,0.2015084344574153,-0.0177648909470493,0.053225914741431374,
21,CB,225050,1.0025848260498906,0.5032733610375214,-0.21983094287434995,0.09607535778223945,-0.48850576961962877,0.5836229392539227,-0.47909534403182574,-0.10779966240277443,-0.18678691920565882,-0.33647958275682355,0.29571047260252115,0.493569063369247,-0.15453241317583288,-0.10270339146243042,DEF
22,RM,188232,-0.17275294088295662,0.17835288809549502,1.1242554740489104,-0.4484261123663416,0.18015833378528548,-0.0725126669310071,-0.5004783313424819,0.05760004015933362,-0.17226985348635038,-0.03663474805149229,-0.25817862881681153,0.1178543952346057,-0.15813015013869117,0.08137508002254502,MID
23,"LW, ST",193953,-0.26400790979274813,-0.11518049032907883,1.1265315447876152,-0.6635555096643886,0.38036688528810614,-0.1519103278986259,-0.5428639806321864,-0.09990042345795844,-0.24914352839997866,0.03140320399681154,-0.3045715623833326,-0.0020442441049991675,-0.09362782160317526,0.15813266960904687,ATK
24,RB,161999,-0.8617035329497285,-0.3580159855897935,-0.22058580255955612,0.3727503964716262,-0.8212994449077995,-0.019346760778304033,-0.46191725655123744,0.13787321093954757,0.35072775280717305,-0.07633882203058637,-0.03232333149353519,-0.03615569365461504,-0.07637708342288538,-0.05555532497689858,DEF
25,CB,204826,0.3525509461965767,0.386813436222031,-0.32253569968844087,0.6734208530259935,-0.8178488810676499,0.9087275407767907,-0.47941355039333894,-0.39477540881658724,-0.09211292691904291,0.7433697571901315,-0.11148927871667696,-0.07269541317383958,-0.021981106556489476,-0.22445385596515097,DEF
