,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,player_fifa_api_id
0,0.22961894271609393,-0.6719937430574778,-0.22379844214380698,-0.29572103926280685,-0.41140204535026315,0.22426451011908366,-0.042262134518913246,0.5002429554063169,-0.14190386090183624,-0.11676659729982089,0.14761918287037865,0.023628780043219295,-0.021486974207034427,0.05067393443019138,218353
1,-1.1025113408069938,0.10693102438795406,1.2091387973126966,0.7405282901000413,-0.39660318991063276,-0.2056364827912582,0.22729052670499134,0.5615781453304941,0.17992224706568546,0.02004057277665152,-0.04225543192729907,-0.24673484259648673,0.05452533096313561,0.08760099855777628,189615
2,0.32321286190950693,-0.9651825051618841,-0.23021920791907735,-0.19143955566875606,-0.4414748558517271,0.3397129555201738,-0.23873279567391012,0.44355607961419835,0.07902823973799675,-0.12943228637032173,0.2574578640256865,-0.01013857707754119,0.1281666890940235,-0.093822119274579,140161
3,0.3731108442819522,-1.0646299644871955,-0.22691517114489396,-0.1418676129404092,-0.47172915853373054,0.32678318534807704,-0.10213121099954299,0.47818263720211895,0.019063740937631538,-0.11586534250790714,0.24115861926907894,0.015707495995281037,0.4328426549320775,0.028086010244058924,17725
4,-0.9421092285513825,0.46411695566591793,1.0490027723154587,-0.8432525358351712,0.23687045647624302,-0.19437949691097384,-0.5170558513868165,0.3989810271024442,0.12639495204173698,0.1483927112968832,-0.06098108590808115,0.018182545260196144,0.04779114590489803,-0.015786031294113757,158138
5,0.033332270390837075,-0.6144495322943684,-0.6108637647187689,0.11107016035001721,0.7839294422643984,-0.45080525799472426,0.2074401753368575,0.6157438676573644,-0.3289922009652998,0.03261087271760247,0.0704656941002452,-0.002431325275309571,0.13321832541801476,-0.0690680175489189,221280
6,-0.7484660191444895,1.28464181443383,-0.17707444139641082,0.32039321287870437,-0.5551844697576719,-0.4011377590873426,0.200401980104738,0.5807973681845862,-0.07218541089123687,0.11927427022232691,-0.17053196124347803,0.08077096571433208,0.0856373125329839,-0.1285245316469963,152747
7,-0.7403674053178025,-0.3809511098925045,1.1114837696598863,-0.4850792269124415,0.028435815790636792,-0.10144613043021558,-0.0748731283846465,0.5025680027934589,0.048545204226544104,0.028417835190162333,-0.027966044716205275,-0.1435989179743577,-0.11290305155981793,-0.04820871330900897,188621
8,-0.8530504940255228,-0.07254733641359795,-0.24051010644050577,-0.6906104039064922,-0.333068227154067,-0.27926944059837944,-0.13116654358649946,0.5153688274903164,0.2869812666173039,0.1616276843799356,0.12187151163530556,-0.1384948776748519,-0.07675952612194747,-0.05053399340554768,194958
9,-0.3728506487219377,0.5172889648617433,1.0953192719598321,-0.7423039640680057,0.2378875817092457,-0.26454307058861715,-0.05257416625678074,0.5250741056458942,-0.23738638425726816,0.16451353886540374,-0.10059637190727343,-0.15543610120128906,0.05257921250392784,0.12643964800294832,183853
10,-1.8095292437155317,0.24617256443278746,-0.6189803327264729,0.9100146583836224,0.42765717757679916,-0.5183797977166715,-0.3432954777182618,0.44664655318915325,0.2792251307854418,0.022497607000974796,0.11900125909072752,0.0894369266295914,0.09884279471823326,0.0192288127041336,186561
11,0.455297485628121,0.07625874624548142,1.132897712819571,-0.462393851939042,0.17637274094440436,0.008751435750488463,0.13678776635915407,0.5528077852116107,-0.5329203435995877,0.0919837703686721,0.2891650273619006,-0.0006445118825220797,0.06907424393533433,0.03188160040282157,226014
12,-0.30451750151123863,0.011080429760744144,1.2018569834158608,0.9052209665001053,-0.3645219475613914,0.16713692453845214,0.1236249115778564,0.5026599485740948,-0.1891239187442434,-0.1978560831053418,0.0016761647284999235,0.024050122132943757,-0.13205734315603232,-0.07490275685770362,213569
13,0.31815316821880074,0.35077262769293477,-0.3349596377336235,-0.6699197380885953,-0.1231724360815081,0.37411571933221255,-0.7185116118968597,0.3195130907651819,-0.3692980479896124,-0.15972288754818903,0.05446683125760164,-0.11417365967655553,0.2578881205522576,-0.18861081746377123,2335
14,-0.922771857142225,1.3560680835036354,-0.22628940251213764,0.21692294604498286,-0.5039519363298414,-0.11953275976128926,-0.2775165943727148,0.4381739745575228,-0.07260154745473128,0.06386028747612996,0.07088719931066667,0.09868672865716312,0.11153514748527944,0.09994488627406106,187939
15,-0.6442012117822074,0.44583674090109887,-0.27010863103260463,-0.8483719838806473,-0.19759787586413896,-0.2031653818002677,-0.28762365145845337,0.47279035788471413,0.0577120340915594,0.13960004353613145,-0.014901698204660372,-0.02627840454954711,-0.025208300847311817,-0.0005089556393126166,192274
16,-0.10025856157803721,-1.0923820496289331,1.124120369907238,-0.10188071799770328,-0.0993829542072363,0.17477815819607584,0.030254342529636113,0.5001713045543206,-0.019478197495564863,-0.18876645525525404,-0.22862899754151528,0.13253407530593864,0.1688738664176801,-0.17241169256870045,188145
17,-0.1415900026111533,0.4191567504531323,-0.2847418136636919,-0.7538596464152117,-0.16677092903838467,0.1042465138099029,-0.41162844646435465,0.41767862158255575,-0.2730474117264279,-0.05427246443620196,-0.0057656487499546626,-0.06151439408411435,-0.17947524449966346,0.08724157955722321,178063
18,0.20681044965126721,0.3344095145943618,1.1126228865024805,-0.5811691016281105,0.2203246538643515,-0.11927662587148267,0.06266470104057256,0.5410770251178195,-0.40935514784107946,0.09050033064441164,-0.0730978091645982,0.19462871763440545,0.06175361287850688,-0.020600178105091176,209399
