Title,Embeddings,Algorithm,Num Clusters,Silhouette Score
DNN_sh_CURE_nc:6,DNN_sh,CURE,6,0.039957047039206384
DNN_sh_CURE_nc:8,DNN_sh,CURE,8,-0.0016425886517593869
DNN_sh_CURE_nc:10,DNN_sh,CURE,10,-0.031018951124452677
DNN_sh_CURE_nc:18,DNN_sh,CURE,18,-0.14573873294763331
DNN_sh_CURE_nc:14,DNN_sh,CURE,14,-0.16686550357456723
DNN_sh_CURE_nc:12,DNN_sh,CURE,12,-0.18740189395811405
DNN_sh_CURE_nc:16,DNN_sh,CURE,16,-0.19095929346419163
DNN_sh_CURE_nc:20,DNN_sh,CURE,20,-0.19721253185513934
