freq_itemset,antecedent,consequent,support,confidence,lift
"['CM', 'CDM']",['CDM'],['CM'],0.11953444479396036,0.692167577413479,3.31885479426463
"['CM', 'CDM']",['CM'],['CDM'],0.11953444479396036,0.5731523378582202,3.3188547942646305
"['CF', 'ST']",['CF'],['ST'],0.01903114186851211,0.5283842794759825,2.9036017708801185
"['LWB', 'LB']",['LWB'],['LB'],0.004718464926077383,0.6818181818181818,5.749336870026525
"['CM', 'CDM', 'CAM']","['CDM', 'CAM']",['CM'],0.01730103806228374,0.8461538461538461,4.057199211045365
"['RM', 'LM', 'CAM']","['LM', 'CAM']",['RM'],0.021075810003145644,0.5296442687747036,3.668276972624799
"['RM', 'LM', 'CAM']","['RM', 'CAM']",['LM'],0.021075810003145644,0.551440329218107,3.8698207650868923
"['CB', 'CM', 'CDM']","['CB', 'CM']",['CDM'],0.009122365523749607,0.8055555555555556,4.664592187816232
"['CM', 'CDM', 'RM']","['CDM', 'RM']",['CM'],0.0053475935828877,0.7727272727272727,3.705128205128205
